pathway	enzyme	ko_id	anygene_name
12352	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel L type alpha-1C	K04850	CACNA1C
12353	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel L type alpha-1D	K04851	CACNA1D
12354	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel L type alpha-1F	K04853	CACNA1F
12355	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel L type alpha-1S	K04857	CACNA1S
12356	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel P/Q type alpha-1A	K04344	CACNA1A
12357	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel N type alpha-1B	K04849	CACNA1B
12358	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel R type alpha-1E	K04852	CACNA1E
12359	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel T type alpha-1G	K04854	CACNA1G
12360	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel T type alpha-1H	K04855	CACNA1H
12361	Calcium signaling pathway [PATH:ko04020]	voltage-dependent calcium channel T type alpha-1I	K04856	CACNA1I
12362	Calcium signaling pathway [PATH:ko04020]	nicotinic acetylcholine receptor alpha-7	K04809	CHRNA7
12363	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 1	K05215	P2RX1
12364	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 2	K05216	P2RX2
12365	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 3	K05217	P2RX3
12366	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 4	K05218	P2RX4
12367	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 5	K05219	P2RX5
12368	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 7	K05220	P2RX7
12369	Calcium signaling pathway [PATH:ko04020]	P2X purinoceptor 6	K05221	P2RX6
12370	Calcium signaling pathway [PATH:ko04020]	glutamate receptor ionotropic, NMDA 1	K05208	GRIN1
12371	Calcium signaling pathway [PATH:ko04020]	glutamate receptor ionotropic, NMDA 2A	K05209	GRIN2A
12372	Calcium signaling pathway [PATH:ko04020]	glutamate receptor ionotropic, NMDA 2C	K05211	GRIN2C
12373	Calcium signaling pathway [PATH:ko04020]	glutamate receptor ionotropic, NMDA 2D	K05212	GRIN2D
12374	Calcium signaling pathway [PATH:ko04020]	ryanodine receptor 1	K04961	RYR1
12375	Calcium signaling pathway [PATH:ko04020]	ryanodine receptor 2	K04962	RYR2
12376	Calcium signaling pathway [PATH:ko04020]	ryanodine receptor 3	K04963	RYR3
12377	Calcium signaling pathway [PATH:ko04020]	cysteinyl leukotriene receptor 1	K04322	CYSLTR1
12378	Calcium signaling pathway [PATH:ko04020]	cysteinyl leukotriene receptor 2	K04323	CYSLTR2
12379	Calcium signaling pathway [PATH:ko04020]	muscarinic acetylcholine receptor M2	K04130	CHRM2
12380	Calcium signaling pathway [PATH:ko04020]	adrenergic receptor alpha-1A	K04135	ADRA1A
12381	Calcium signaling pathway [PATH:ko04020]	adrenergic receptor alpha-1B	K04136	ADRA1B
12382	Calcium signaling pathway [PATH:ko04020]	adrenergic receptor alpha-1D	K04137	ADRA1D
12383	Calcium signaling pathway [PATH:ko04020]	angiotensin II receptor type 1	K04166	AGTR1
12384	Calcium signaling pathway [PATH:ko04020]	endothelin receptor type A	K04197	EDNRA
12385	Calcium signaling pathway [PATH:ko04020]	endothelin receptor type B	K04198	EDNRB
12386	Calcium signaling pathway [PATH:ko04020]	coagulation factor II (thrombin) receptor	K03914	F2R
12387	Calcium signaling pathway [PATH:ko04020]	metabotropic glutamate receptor 1	K04603	GRM1
12388	Calcium signaling pathway [PATH:ko04020]	metabotropic glutamate receptor 5	K04604	GRM5
12389	Calcium signaling pathway [PATH:ko04020]	gastrin-releasing peptide receptor	K04169	GRPR
12390	Calcium signaling pathway [PATH:ko04020]	histamine receptor H1	K04149	HRH1
12391	Calcium signaling pathway [PATH:ko04020]	5-hydroxytryptamine receptor 2	K04157	HTR2
12392	Calcium signaling pathway [PATH:ko04020]	luteinizing hormone/choriogonadotropin receptor	K04248	LHCGR
12393	Calcium signaling pathway [PATH:ko04020]	neurotensin receptor 1	K04211	NTSR1
12394	Calcium signaling pathway [PATH:ko04020]	oxytocin receptor	K04229	OXTR
12395	Calcium signaling pathway [PATH:ko04020]	arginine vasopressin receptor 1A	K04226	AVPR1A
12396	Calcium signaling pathway [PATH:ko04020]	arginine vasopressin receptor 1B	K04227	AVPR1B
12397	Calcium signaling pathway [PATH:ko04020]	leukotriene B4 receptor 2	K04297	LTB4R2
12398	Calcium signaling pathway [PATH:ko04020]	platelet-activating factor receptor	K04279	PTAFR
12399	Calcium signaling pathway [PATH:ko04020]	prostaglandin E receptor 1	K04258	PTGER1
12400	Calcium signaling pathway [PATH:ko04020]	prostaglandin E receptor 3	K04260	PTGER3
12401	Calcium signaling pathway [PATH:ko04020]	prostaglandin F receptor	K04262	PTGFR
12402	Calcium signaling pathway [PATH:ko04020]	bradykinin receptor B1	K03915	BDKRB1
12403	Calcium signaling pathway [PATH:ko04020]	bradykinin receptor B2	K03916	BDKRB2
12404	Calcium signaling pathway [PATH:ko04020]	tachykinin receptor 1	K04222	TACR1
12405	Calcium signaling pathway [PATH:ko04020]	tachykinin receptor 2	K04223	TACR2
12406	Calcium signaling pathway [PATH:ko04020]	tachykinin receptor 3	K04224	TACR3
12407	Calcium signaling pathway [PATH:ko04020]	thromboxane A2 receptor	K04264	TBXA2R
12408	Calcium signaling pathway [PATH:ko04020]	thyrotropin-releasing hormone receptor	K04282	TRHR
12409	Calcium signaling pathway [PATH:ko04020]	cholecystokinin A receptor	K04194	CCKAR
12410	Calcium signaling pathway [PATH:ko04020]	cholecystokinin B receptor	K04195	CCKBR
12411	Calcium signaling pathway [PATH:ko04020]	C-X-C chemokine receptor type 4	K04189	CXCR4
12412	Calcium signaling pathway [PATH:ko04020]	epidermal growth factor receptor [EC:2.7.10.1]	K04361	EGFR
12413	Calcium signaling pathway [PATH:ko04020]	receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]	K05083	ERBB2
12414	Calcium signaling pathway [PATH:ko04020]	receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]	K05084	ERBB3
12415	Calcium signaling pathway [PATH:ko04020]	receptor tyrosine-protein kinase erbB-4 [EC:2.7.10.1]	K05085	ERBB4
12416	Calcium signaling pathway [PATH:ko04020]	platelet-derived growth factor receptor alpha [EC:2.7.10.1]	K04363	PDGFRA
12417	Calcium signaling pathway [PATH:ko04020]	platelet-derived growth factor receptor beta [EC:2.7.10.1]	K05089	PDGFRB
12418	Calcium signaling pathway [PATH:ko04020]	guanine nucleotide-binding protein G(q) subunit alpha	K04634	GNAQ
12419	Calcium signaling pathway [PATH:ko04020]	guanine nucleotide-binding protein subunit alpha-11	K04635	GNA11
12420	Calcium signaling pathway [PATH:ko04020]	guanine nucleotide-binding protein subunit alpha-14	K04636	GNA14
12421	Calcium signaling pathway [PATH:ko04020]	guanine nucleotide-binding protein subunit alpha-15	K04637	GNA15
12422	Calcium signaling pathway [PATH:ko04020]	T cell receptor alpha chain V region	K10784	TRAV
12423	Calcium signaling pathway [PATH:ko04020]	T-cell receptor beta chain V region	K10785	TRBV
12424	Calcium signaling pathway [PATH:ko04020]	immunoglobulin heavy chain	K06856	IGH
12425	Calcium signaling pathway [PATH:ko04020]	phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]	K05857	PLCD
12426	Calcium signaling pathway [PATH:ko04020]	phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]	K05858	PLCB
12427	Calcium signaling pathway [PATH:ko04020]	phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]	K01116	PLCG1
12428	Calcium signaling pathway [PATH:ko04020]	phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]	K05859	PLCG2
12429	Calcium signaling pathway [PATH:ko04020]	phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]	K05860	PLCE
12430	Calcium signaling pathway [PATH:ko04020]	phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]	K05861	PLCZ
12431	Calcium signaling pathway [PATH:ko04020]	inositol 1,4,5-triphosphate receptor type 1	K04958	ITPR1
12432	Calcium signaling pathway [PATH:ko04020]	inositol 1,4,5-triphosphate receptor type 2	K04959	ITPR2
12433	Calcium signaling pathway [PATH:ko04020]	inositol 1,4,5-triphosphate receptor type 3	K04960	ITPR3
12434	Calcium signaling pathway [PATH:ko04020]	ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]	K01242	CD38
12435	Calcium signaling pathway [PATH:ko04020]	sphingosine kinase [EC:2.7.1.91]	K04718	SPHK
12436	Calcium signaling pathway [PATH:ko04020]	calcium uniporter protein, mitochondrial	K20858	MCU
12437	Calcium signaling pathway [PATH:ko04020]	voltage-dependent anion channel protein 1	K05862	VDAC1
12438	Calcium signaling pathway [PATH:ko04020]	voltage-dependent anion channel protein 2	K15040	VDAC2
12439	Calcium signaling pathway [PATH:ko04020]	voltage-dependent anion channel protein 3	K15041	VDAC3
12440	Calcium signaling pathway [PATH:ko04020]	solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31	K05863	SLC25A4S
12441	Calcium signaling pathway [PATH:ko04020]	peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8]	K09565	PPIF
12442	Calcium signaling pathway [PATH:ko04020]	troponin C, slow skeletal and cardiac muscles	K05865	TNNC1
12443	Calcium signaling pathway [PATH:ko04020]	troponin C, skeletal muscle	K12042	TNNC2
12444	Calcium signaling pathway [PATH:ko04020]	calmodulin	K02183	CALM
12445	Calcium signaling pathway [PATH:ko04020]	phosphorylase kinase gamma subunit [EC:2.7.11.19]	K00871	PHKG
12446	Calcium signaling pathway [PATH:ko04020]	phosphorylase kinase alpha/beta subunit	K07190	PHKA_B
12447	Calcium signaling pathway [PATH:ko04020]	myosin-light-chain kinase [EC:2.7.11.18]	K00907	MYLK
12448	Calcium signaling pathway [PATH:ko04020]	calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]	K04515	CAMK2
12449	Calcium signaling pathway [PATH:ko04020]	calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]	K05869	CAMK4
12450	Calcium signaling pathway [PATH:ko04020]	serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]	K04348	PPP3C
12451	Calcium signaling pathway [PATH:ko04020]	serine/threonine-protein phosphatase 2B regulatory subunit	K06268	PPP3R
12452	Calcium signaling pathway [PATH:ko04020]	nitric-oxide synthase, brain [EC:1.14.13.39]	K13240	NOS1
12453	Calcium signaling pathway [PATH:ko04020]	nitric-oxide synthase, inducible [EC:1.14.13.39]	K13241	NOS2
12454	Calcium signaling pathway [PATH:ko04020]	nitric-oxide synthase, endothelial [EC:1.14.13.39]	K13242	NOS3
12455	Calcium signaling pathway [PATH:ko04020]	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]	K13755	PDE1
12456	Calcium signaling pathway [PATH:ko04020]	focal adhesion kinase 2 [EC:2.7.10.2]	K05871	PTK2B
12457	Calcium signaling pathway [PATH:ko04020]	1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]	K00911	ITPK
12458	Calcium signaling pathway [PATH:ko04020]	classical protein kinase C alpha type [EC:2.7.11.13]	K02677	PRKCA
12459	Calcium signaling pathway [PATH:ko04020]	classical protein kinase C beta type [EC:2.7.11.13]	K19662	PRKCB
12460	Calcium signaling pathway [PATH:ko04020]	classical protein kinase C gamma type [EC:2.7.11.13]	K19663	PRKCG
12461	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol 4-kinase A [EC:2.7.1.67]	K00888	PI4KA
12462	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol 4-kinase B [EC:2.7.1.67]	K19801	PI4KB
12463	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]	K13711	PI4K2
12464	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]	K21797	SAC1
12465	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]	K21798	SAC2
12466	Phosphatidylinositol signaling system [PATH:ko04070]	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889	PIP5K
12467	Phosphatidylinositol signaling system [PATH:ko04070]	inositol polyphosphate 5-phosphatase INPP5B/F [EC:3.1.3.36]	K01099	INPP5B_F
12468	Phosphatidylinositol signaling system [PATH:ko04070]	inositol polyphosphate 5-phosphatase INPP5E [EC:3.1.3.36]	K20278	INPP5E
12469	Phosphatidylinositol signaling system [PATH:ko04070]	synaptojanin [EC:3.1.3.36]	K20279	SYNJ
12470	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]	K00922	PIK3CA_B_D
12471	Phosphatidylinositol signaling system [PATH:ko04070]	phosphoinositide-3-kinase regulatory subunit alpha/beta/delta	K02649	PIK3R1_2_3
12472	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]	K01110	PTEN
12473	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 [EC:3.1.3.86]	K03084	SHIP1
12474	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2 [EC:3.1.3.86]	K15909	SHIP2
12475	Phosphatidylinositol signaling system [PATH:ko04070]	inositol polyphosphate-4-phosphatase [EC:3.1.3.66]	K01109	INPP4
12476	Phosphatidylinositol signaling system [PATH:ko04070]	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	K00921	PIKFYVE
12477	Phosphatidylinositol signaling system [PATH:ko04070]	myotubularin [EC:3.1.3.64 3.1.3.95]	K01108	MTM1
12478	Phosphatidylinositol signaling system [PATH:ko04070]	myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95]	K18081	MTMR1_2
12479	Phosphatidylinositol signaling system [PATH:ko04070]	myotubularin-related protein 3/4 [EC:3.1.3.48 3.1.3.64 3.1.3.95]	K18082	MTMR3_4
12480	Phosphatidylinositol signaling system [PATH:ko04070]	myotubularin-related protein 6/7/8 [EC:3.1.3.64 3.1.3.95]	K18083	MTMR6_7_8
12481	Phosphatidylinositol signaling system [PATH:ko04070]	myotubularin-related protein 14 [EC:3.1.3.64 3.1.3.95]	K18086	MTMR14
12482	Phosphatidylinositol signaling system [PATH:ko04070]	1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	K00920	PIP4K2
12483	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]	K13084	TMEM55
12484	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol 3-kinase [EC:2.7.1.137]	K00914	PIK3C3
12485	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]	K00923	PIK3C2
12486	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]	K05858	PLCB
12487	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]	K05857	PLCD
12488	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]	K05860	PLCE
12489	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]	K01116	PLCG1
12490	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]	K05859	PLCG2
12491	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]	K05861	PLCZ
12492	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-polyphosphate multikinase [EC:2.7.1.140 2.7.1.151]	K00915	IPMK
12493	Phosphatidylinositol signaling system [PATH:ko04070]	1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]	K00911	ITPK
12494	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-1,4,5-trisphosphate 5-phosphatase [EC:3.1.3.56]	K01106	E3.1.3.56
12495	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]	K00913	ITPK1
12496	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	K10572	IPPK
12497	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]	K19786	IPK1
12498	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]	K07756	IP6K
12499	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]	K13024	PPIP5K
12500	Phosphatidylinositol signaling system [PATH:ko04070]	inositol polyphosphate 1-phosphatase [EC:3.1.3.57]	K01107	INPP1
12501	Phosphatidylinositol signaling system [PATH:ko04070]	3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]	K15422	SAL
12502	Phosphatidylinositol signaling system [PATH:ko04070]	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	K01092	E3.1.3.25
12503	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	K10047	VTC4
12504	Phosphatidylinositol signaling system [PATH:ko04070]	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	K18649	IMPL2
12505	Phosphatidylinositol signaling system [PATH:ko04070]	inositol monophosphatase 3 [EC:3.1.3.25 3.1.3.7]	K15759	IMPAD1
12506	Phosphatidylinositol signaling system [PATH:ko04070]	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K00901	dgkA
12507	Phosphatidylinositol signaling system [PATH:ko04070]	phosphatidate cytidylyltransferase [EC:2.7.7.41]	K00981	E2.7.7.41
12508	Phosphatidylinositol signaling system [PATH:ko04070]	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]	K00999	CDIPT
12509	Phosphatidylinositol signaling system [PATH:ko04070]	inositol 1,4,5-triphosphate receptor type 1	K04958	ITPR1
12510	Phosphatidylinositol signaling system [PATH:ko04070]	inositol 1,4,5-triphosphate receptor type 2	K04959	ITPR2
12511	Phosphatidylinositol signaling system [PATH:ko04070]	inositol 1,4,5-triphosphate receptor type 3	K04960	ITPR3
12512	Phosphatidylinositol signaling system [PATH:ko04070]	classical protein kinase C alpha type [EC:2.7.11.13]	K02677	PRKCA
12513	Phosphatidylinositol signaling system [PATH:ko04070]	classical protein kinase C beta type [EC:2.7.11.13]	K19662	PRKCB
12514	Phosphatidylinositol signaling system [PATH:ko04070]	classical protein kinase C gamma type [EC:2.7.11.13]	K19663	PRKCG
12515	Phosphatidylinositol signaling system [PATH:ko04070]	calmodulin	K02183	CALM
12516	Phospholipase D signaling pathway [PATH:ko04072]	epidermal growth factor	K04357	EGF
12517	Phospholipase D signaling pathway [PATH:ko04072]	platelet-derived growth factor subunit A	K04359	PDGFA
12518	Phospholipase D signaling pathway [PATH:ko04072]	platelet-derived growth factor subunit B	K17386	PDGFB
12519	Phospholipase D signaling pathway [PATH:ko04072]	platelet derived growth factor C/D	K05450	PDGFC_D
12520	Phospholipase D signaling pathway [PATH:ko04072]	KIT ligand	K05461	KITLG
12521	Phospholipase D signaling pathway [PATH:ko04072]	insulin	K04526	INS
12522	Phospholipase D signaling pathway [PATH:ko04072]	epidermal growth factor receptor [EC:2.7.10.1]	K04361	EGFR
12523	Phospholipase D signaling pathway [PATH:ko04072]	platelet-derived growth factor receptor alpha [EC:2.7.10.1]	K04363	PDGFRA
12524	Phospholipase D signaling pathway [PATH:ko04072]	platelet-derived growth factor receptor beta [EC:2.7.10.1]	K05089	PDGFRB
12525	Phospholipase D signaling pathway [PATH:ko04072]	proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]	K05091	KIT
12526	Phospholipase D signaling pathway [PATH:ko04072]	insulin receptor [EC:2.7.10.1]	K04527	INSR
12527	Phospholipase D signaling pathway [PATH:ko04072]	growth factor receptor-binding protein 2	K04364	GRB2
12528	Phospholipase D signaling pathway [PATH:ko04072]	GRB2-associated-binding protein 1	K09593	GAB1
12529	Phospholipase D signaling pathway [PATH:ko04072]	growth factor receptor bound protein 2-associated protein 2	K08091	GAB2
12530	Phospholipase D signaling pathway [PATH:ko04072]	SHC-transforming protein 1	K06279	SHC1
12531	Phospholipase D signaling pathway [PATH:ko04072]	SHC-transforming protein 2	K17447	SHC2
12532	Phospholipase D signaling pathway [PATH:ko04072]	SHC-transforming protein 3	K17448	SHC3
12533	Phospholipase D signaling pathway [PATH:ko04072]	SHC-transforming protein 4	K17449	SHC4
12534	Phospholipase D signaling pathway [PATH:ko04072]	tyrosine-protein phosphatase non-receptor type 11 [EC:3.1.3.48]	K07293	PTPN11
12535	Phospholipase D signaling pathway [PATH:ko04072]	son of sevenless	K03099	SOS
12536	Phospholipase D signaling pathway [PATH:ko04072]	GTPase HRas	K02833	HRAS
12537	Phospholipase D signaling pathway [PATH:ko04072]	GTPase KRas	K07827	KRAS
12538	Phospholipase D signaling pathway [PATH:ko04072]	GTPase NRas	K07828	NRAS
12539	Phospholipase D signaling pathway [PATH:ko04072]	Ras-related protein M-Ras	K07831	MRAS
12540	Phospholipase D signaling pathway [PATH:ko04072]	Ras-related protein R-Ras	K07829	RRAS
12541	Phospholipase D signaling pathway [PATH:ko04072]	Ras-related protein R-Ras2	K07830	RRAS2
12542	Phospholipase D signaling pathway [PATH:ko04072]	ral guanine nucleotide dissociation stimulator	K08732	RALGDS
12543	Phospholipase D signaling pathway [PATH:ko04072]	Ras-related protein Ral-A	K07834	RALA
12544	Phospholipase D signaling pathway [PATH:ko04072]	Ras-related protein Ral-B	K07835	RALB
12545	Phospholipase D signaling pathway [PATH:ko04072]	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]	K00922	PIK3CA_B_D
12546	Phospholipase D signaling pathway [PATH:ko04072]	phosphoinositide-3-kinase regulatory subunit alpha/beta/delta	K02649	PIK3R1_2_3
12547	Phospholipase D signaling pathway [PATH:ko04072]	RAC serine/threonine-protein kinase [EC:2.7.11.1]	K04456	AKT
12548	Phospholipase D signaling pathway [PATH:ko04072]	tuberous sclerosis 1	K07206	TSC1
12549	Phospholipase D signaling pathway [PATH:ko04072]	tuberous sclerosis 2	K07207	TSC2
12550	Phospholipase D signaling pathway [PATH:ko04072]	Ras homolog enriched in brain	K07208	RHEB
12551	Phospholipase D signaling pathway [PATH:ko04072]	serine/threonine-protein kinase mTOR [EC:2.7.11.1]	K07203	MTOR
12552	Phospholipase D signaling pathway [PATH:ko04072]	Ras homolog gene family, member A	K04513	RHOA
12553	Phospholipase D signaling pathway [PATH:ko04072]	ADP-ribosylation factor 1	K07937	ARF1
12554	Phospholipase D signaling pathway [PATH:ko04072]	ADP-ribosylation factor 6	K07941	ARF6
12555	Phospholipase D signaling pathway [PATH:ko04072]	phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]	K01116	PLCG1
12556	Phospholipase D signaling pathway [PATH:ko04072]	phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]	K05859	PLCG2
12557	Phospholipase D signaling pathway [PATH:ko04072]	immunoglobulin heavy chain	K06856	IGH
12558	Phospholipase D signaling pathway [PATH:ko04072]	high affinity immunoglobulin epsilon receptor subunit alpha	K08089	FCER1A
12559	Phospholipase D signaling pathway [PATH:ko04072]	high affinity immunoglobulin epsilon receptor subunit beta	K08090	MS4A2
12560	Phospholipase D signaling pathway [PATH:ko04072]	high affinity immunoglobulin epsilon receptor subunit gamma	K07983	FCER1G
12561	Phospholipase D signaling pathway [PATH:ko04072]	tyrosine-protein kinase Fyn [EC:2.7.10.2]	K05703	FYN
12562	Phospholipase D signaling pathway [PATH:ko04072]	spleen tyrosine kinase [EC:2.7.10.2]	K05855	SYK
12563	Phospholipase D signaling pathway [PATH:ko04072]	classical protein kinase C alpha type [EC:2.7.11.13]	K02677	PRKCA
12564	Phospholipase D signaling pathway [PATH:ko04072]	phospholipase D1/2 [EC:3.1.4.4]	K01115	PLD1_2
12565	Phospholipase D signaling pathway [PATH:ko04072]	cytosolic phospholipase A2 [EC:3.1.1.4]	K16342	PLA2G4
12566	Phospholipase D signaling pathway [PATH:ko04072]	lysophosphatidate acyltransferase [EC:2.3.1.51]	K13509	AGPAT1_2
12567	Phospholipase D signaling pathway [PATH:ko04072]	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	K13523	AGPAT3_4
12568	Phospholipase D signaling pathway [PATH:ko04072]	lysophosphatidiate acyltransferase [EC:2.3.1.51]	K19007	AGPAT5
12569	Phospholipase D signaling pathway [PATH:ko04072]	sphingosine kinase [EC:2.7.1.91]	K04718	SPHK
12570	Phospholipase D signaling pathway [PATH:ko04072]	RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	K04366	RAF1
12571	Phospholipase D signaling pathway [PATH:ko04072]	mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]	K04368	MAP2K1
12572	Phospholipase D signaling pathway [PATH:ko04072]	mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]	K04369	MAP2K2
12573	Phospholipase D signaling pathway [PATH:ko04072]	mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	K04371	ERK
12574	Phospholipase D signaling pathway [PATH:ko04072]	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889	PIP5K
12575	Phospholipase D signaling pathway [PATH:ko04072]	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K00901	dgkA
12576	Phospholipase D signaling pathway [PATH:ko04072]	phosphatidate phosphatase [EC:3.1.3.4]	K01080	PLPP1_2_3
12577	Phospholipase D signaling pathway [PATH:ko04072]	arginine vasopressin	K05242	AVP
12578	Phospholipase D signaling pathway [PATH:ko04072]	interleukin 8	K10030	IL8
12579	Phospholipase D signaling pathway [PATH:ko04072]	angiotensin II receptor type 1	K04166	AGTR1
12580	Phospholipase D signaling pathway [PATH:ko04072]	coagulation factor II (thrombin) receptor	K03914	F2R
12581	Phospholipase D signaling pathway [PATH:ko04072]	metabotropic glutamate receptor 1	K04603	GRM1
12582	Phospholipase D signaling pathway [PATH:ko04072]	metabotropic glutamate receptor 2/3	K04605	GRM2_3
12583	Phospholipase D signaling pathway [PATH:ko04072]	metabotropic glutamate receptor 4	K04607	GRM4
12584	Phospholipase D signaling pathway [PATH:ko04072]	metabotropic glutamate receptor 5	K04604	GRM5
12585	Phospholipase D signaling pathway [PATH:ko04072]	metabotropic glutamate receptor 6/7/8	K04608	GRM6_7_8
12586	Phospholipase D signaling pathway [PATH:ko04072]	arginine vasopressin receptor 1A	K04226	AVPR1A
